dataset	cell_line_label	gene	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc	is_depleted_mageck	is_enriched_mageck	BF	is_depleted_bagel
scaled	Mel270	PDLIM5	8	0.96932	0.96872	0.999995	869	0	-0.13301	0.49048	0.49077	0.999995	475	0	-0.13301	0	0	-0.923364583333333	0
scaled	Mel270	ARID1B	8	0.96949	0.96889	0.999995	870	0	-0.10758	0.50425	0.50446	0.999995	487	0	-0.10758	0	0	-0.676947916666667	0
scaled	Mel270	PRKAB1	8	0.97002	0.96942	0.999995	871	0	-0.13805	0.388	0.38786	0.999995	369	0	-0.13805	0	0	-0.862802083333333	0
scaled	Mel270	TCF4	8	0.9707	0.97016	0.999995	872	0	-0.14311	0.45211	0.45238	0.999995	430	0	-0.14311	0	0	-0.92821875	0
scaled	Mel270	EPHA3	8	0.97095	0.97035	0.999995	873	0	-0.053752	0.43426	0.43466	0.999995	412	0	-0.053752	0	0	-0.951302083333333	0
scaled	Mel270	KPNA3	8	0.97116	0.97054	0.999995	874	0	-0.075185	0.65985	0.66068	0.999995	623	0	-0.075185	0	0	-1.26901041666667	0
scaled	Mel270	YAF2	8	0.97137	0.9707	0.999995	875	0	-0.22054	0.47053	0.47085	0.999995	454	0	-0.22054	0	0	-0.875947916666667	0
scaled	Mel270	UAP1L1	8	0.97187	0.97112	0.999995	876	0	-0.11178	0.57805	0.57817	0.999995	553	0	-0.11178	0	0	-0.772010416666667	0
scaled	Mel270	GRHL3	8	0.97215	0.97137	0.999995	877	0	-0.10732	0.63787	0.63884	0.999995	603	0	-0.10732	0	0	-0.616677083333333	0
scaled	Mel270	TBK1	8	0.97227	0.97153	0.999995	878	0	-0.14677	0.21756	0.21802	0.999995	198	0	-0.14677	0	0	-0.84196875	0
scaled	Mel270	PDCD4	8	0.97244	0.97168	0.999995	879	0	-0.12616	0.44603	0.4463	0.999995	425	0	-0.12616	0	0	-1.00067708333333	0
scaled	Mel270	PCDH1	8	0.97252	0.97172	0.999995	880	0	-0.076983	0.45867	0.45904	0.999995	437	0	-0.076983	0	0	-0.717197916666666	0
scaled	Mel270	RNF10	8	0.97256	0.97176	0.999995	881	0	-0.1943	0.45101	0.45127	0.999995	428	0	-0.1943	0	0	-0.692989583333333	0
scaled	Mel270	GIT1	8	0.9726	0.97181	0.999995	882	0	-0.032879	0.14003	0.1406	0.999995	126	0	-0.032879	0	0	-1.15651041666667	0
scaled	Mel270	SUV39H2	7	0.97271	0.97267	0.999995	883	0	-0.017592	0.11489	0.11473	0.999995	101	0	-0.017592	0	0	-1.77654910714286	0
scaled	Mel270	ERC1	8	0.9728	0.97204	0.999995	884	0	-0.00097407	0.3234	0.32381	0.999995	305	0	-0.00097407	0	0	-1.14015625	0
scaled	Mel270	RNF125	8	0.97303	0.9723	0.999995	885	0	-0.11314	0.55107	0.55084	0.999995	528	0	-0.11314	0	0	-0.625010416666667	0
scaled	Mel270	DMXL2	8	0.97315	0.97242	0.999995	886	0	-0.060061	0.79994	0.7998	0.999995	739	0	-0.060061	0	0	-0.903260416666666	0
scaled	Mel270	TMEM185B	8	0.97343	0.97268	0.999995	887	0	-0.093523	0.32867	0.3289	0.999995	313	0	-0.093523	0	0	-1.13211458333333	0
scaled	Mel270	USP13	8	0.9737	0.973	0.999995	888	0	-0.1256	0.088975	0.088833	0.999995	73	0	-0.1256	0	0	-0.994572916666667	0
scaled	Mel270	RALGPS1	8	0.97377	0.9731	0.999995	889	0	0.00098367	0.093257	0.093382	0.999995	79	0	0.00098367	0	0	-0.868302083333333	0
scaled	Mel270	CWF19L1	8	0.97381	0.97315	0.999995	890	0	-0.1476	0.43539	0.43583	0.999995	414	0	-0.1476	0	0	-0.579552083333333	0
scaled	Mel270	SMARCC2	8	0.97389	0.97323	0.999995	891	0	-0.068544	0.25579	0.25633	0.999995	231	0	-0.068544	0	0	-0.70928125	0
scaled	Mel270	RNF38	8	0.97416	0.97346	0.999995	892	0	-0.056219	0.28822	0.28887	0.999995	265	0	-0.056219	0	0	-0.819364583333333	0
scaled	Mel270	GYS1	8	0.97427	0.97361	0.999995	893	0	-0.17233	0.48111	0.48118	0.999995	463	0	-0.17233	0	0	-0.660760416666667	0
scaled	Mel270	LNX2	8	0.97431	0.97365	0.999995	894	0	-0.21718	0.38253	0.38273	0.999995	365	0	-0.21718	0	0	-0.855885416666667	0
scaled	Mel270	NCKAP1L	8	0.97453	0.97381	0.999995	895	0	-0.19722	0.91205	0.91149	0.999995	850	0	-0.19722	0	0	-0.26796875	0
scaled	Mel270	TOMM20L	8	0.97498	0.97435	0.999995	896	0	-0.15374	0.94326	0.94256	0.999995	875	0	-0.15374	0	0	-0.618885416666666	0
scaled	Mel270	KRTAP1-1	8	0.97546	0.97483	0.999995	897	0	-0.072361	0.4769	0.47688	0.999995	460	0	-0.072361	0	0	-0.918614583333333	0
scaled	Mel270	TXNDC8	8	0.97571	0.97512	0.999995	898	0	-0.082091	0.14815	0.14872	0.999995	134	0	-0.082091	0	0	-0.772802083333333	0
scaled	Mel270	NBEAL2	8	0.97585	0.97519	0.999995	899	0	-0.117	0.36397	0.36394	0.999995	346	0	-0.117	0	0	-0.85228125	0
scaled	Mel270	DENND5A	8	0.9761	0.97553	0.999995	900	0	-0.11815	0.52551	0.52545	0.999995	510	0	-0.11815	0	0	-0.895510416666667	0
scaled	Mel270	GBX2	8	0.97646	0.97581	0.999995	901	0	-0.16253	0.85429	0.8542	0.999995	787	0	-0.16253	0	0	-0.57165625	0
scaled	Mel270	FOXE3	8	0.9767	0.97608	0.999995	902	0	-0.030015	0.13183	0.13222	0.999995	121	0	-0.030015	0	0	-0.96196875	0
scaled	Mel270	JAG1	8	0.97673	0.97613	0.999995	903	0	-0.062051	0.49099	0.49122	0.999995	476	0	-0.062051	0	0	-0.91853125	0
scaled	Mel270	IKBKB	8	0.97677	0.97616	0.999995	904	0	-0.07065	0.18467	0.18514	0.999995	167	0	-0.07065	0	0	-0.746989583333333	0
scaled	Mel270	UBQLN3	8	0.97711	0.97662	0.999995	905	0	-0.017806	0.35894	0.35872	0.999995	341	0	-0.017806	0	0	-0.911072916666666	0
scaled	Mel270	GLIS3	8	0.97732	0.97686	0.999995	906	0	0.047018	0.28128	0.28186	0.999995	259	0	0.047018	0	0	-1.13103125	0
scaled	Mel270	KIT	16	0.97742	0.97849	0.999995	907	1	-0.14698	0.1317	0.13253	0.999995	120	0	-0.14698	0	0	-0.442083333333333	0
scaled	Mel270	DZIP3	8	0.97857	0.97795	0.999995	908	0	-0.10119	0.69046	0.6913	0.999995	645	0	-0.10119	0	0	-1.00211458333333	0
scaled	Mel270	GOLT1A	8	0.97915	0.97861	0.999995	909	0	-0.17129	0.25722	0.25777	0.999995	233	0	-0.17129	0	0	-0.89778125	0
scaled	Mel270	RUNX1	8	0.9793	0.97884	0.999995	910	0	-0.16137	0.71987	0.71954	0.999995	662	0	-0.16137	0	0	-0.946802083333333	0
scaled	Mel270	SUSD1	8	0.97977	0.97932	0.999995	911	0	-0.10731	0.10007	0.10012	0.999995	86	0	-0.10731	0	0	-0.75690625	0
scaled	Mel270	APOBEC3C	8	0.97995	0.97945	0.999995	912	0	-0.12019	0.61546	0.61622	0.999995	583	0	-0.12019	0	0	-1.12365625	0
scaled	Mel270	ADARB2	8	0.98001	0.97953	0.999995	913	0	-0.18857	0.11858	0.11899	0.999995	107	0	-0.18857	0	0	-1.07026041666667	0
scaled	Mel270	CPS1	8	0.98013	0.97968	0.999995	914	0	-0.27575	0.80017	0.80006	0.999995	740	0	-0.27575	0	0	-0.450052083333333	0
scaled	Mel270	ABL2	8	0.98031	0.97986	0.999995	915	0	-0.1137	0.78779	0.78758	0.999995	718	0	-0.1137	0	0	-0.765364583333333	0
scaled	Mel270	ADARB1	8	0.98043	0.97997	0.999995	916	0	-0.042789	0.54456	0.54463	0.999995	523	0	-0.042789	0	0	-0.84159375	0
scaled	Mel270	GPR50	8	0.98052	0.98005	0.999995	917	0	-0.098933	0.29511	0.29577	0.999995	274	0	-0.098933	0	0	-1.00148958333333	0
scaled	Mel270	PDGFC	8	0.9807	0.98024	0.999995	918	0	-0.1097	0.48789	0.48819	0.999995	471	0	-0.1097	0	0	-1.13169791666667	0
scaled	Mel270	FZD8	8	0.98088	0.98048	0.999995	919	0	-0.072288	0.76179	0.76152	0.999995	698	0	-0.072288	0	0	-0.736427083333333	0
scaled	Mel270	NAPB	8	0.98091	0.98051	0.999995	920	0	-0.086553	0.79065	0.79044	0.999995	722	0	-0.086553	0	0	-0.775989583333333	0
scaled	Mel270	PTPN21	8	0.98105	0.98067	0.999995	921	0	-0.15338	0.31875	0.31932	0.999995	302	0	-0.15338	0	0	-0.863302083333333	0
scaled	Mel270	ISL1	8	0.98131	0.98093	0.999995	922	0	-0.056281	0.050523	0.04936	0.999995	39	0	-0.056281	0	0	-1.10369791666667	0
scaled	Mel270	TMEM9	8	0.98188	0.98156	0.999995	923	0	-0.18747	0.8104	0.81049	0.999995	756	0	-0.18747	0	0	-0.48328125	0
scaled	Mel270	ANXA1	8	0.98199	0.98167	0.999995	924	0	-0.060993	0.16181	0.16255	0.999995	146	0	-0.060993	0	0	-1.44407291666667	0
scaled	Mel270	CYP26C1	8	0.98204	0.98172	0.999995	925	0	-0.15952	0.10262	0.10261	0.999995	90	0	-0.15952	0	0	-0.882927083333333	0
scaled	Mel270	TANC1	8	0.98223	0.9819	0.999995	926	0	-0.17336	0.83166	0.8315	0.999995	774	0	-0.17336	0	0	-0.512302083333333	0
scaled	Mel270	TNKS2	8	0.98245	0.98214	0.999995	927	0	-0.019526	0.40417	0.40413	0.999995	382	0	-0.019526	0	0	-1.11603125	0
scaled	Mel270	DPCR1	8	0.98285	0.98259	0.999995	928	0	-0.069488	0.39343	0.3934	0.999995	373	0	-0.069488	0	0	-1.06238541666667	0
scaled	Mel270	RNF2	7	0.9829	0.98299	0.999995	929	0	-0.13523	0.27975	0.27975	0.999995	257	0	-0.13523	0	0	-1.1201443452381	0
scaled	Mel270	MARCKS	8	0.98296	0.98272	0.999995	930	0	-0.090741	0.57849	0.57853	0.999995	554	0	-0.090741	0	0	-0.77384375	0
scaled	Mel270	FKBP4	8	0.98307	0.98283	0.999995	931	0	-0.13532	0.59186	0.59227	0.999995	564	0	-0.13532	0	0	-0.981114583333333	0
scaled	Mel270	ADM	8	0.98314	0.98288	0.999995	932	0	-0.20376	0.76443	0.76417	0.999995	701	0	-0.20376	0	0	-0.676177083333333	0
scaled	Mel270	CLIP4	8	0.98325	0.98297	0.999995	933	0	-0.0285	0.049632	0.048305	0.999995	38	0	-0.0285	0	0	-1.12596875	0
scaled	Mel270	CTCFL	8	0.98327	0.983	0.999995	934	0	-0.088348	0.28961	0.29027	0.999995	266	0	-0.088348	0	0	-0.682322916666666	0
scaled	Mel270	LARP1B	8	0.98346	0.98326	0.999995	935	0	-0.2065	0.44436	0.44466	0.999995	423	0	-0.2065	0	0	-0.60090625	0
scaled	Mel270	CDK19	16	0.98352	0.98442	0.999995	936	0	-0.078534	0.64569	0.64405	0.999995	609	0	-0.078534	0	0	-0.659385416666667	0
scaled	Mel270	FNIP2	8	0.98363	0.98344	0.999995	937	0	-0.17166	0.50475	0.50495	0.999995	488	0	-0.17166	0	0	-0.66340625	0
scaled	Mel270	PSMB9	8	0.98399	0.98386	0.999995	938	0	-0.22282	0.25866	0.2592	0.999995	234	0	-0.22282	0	0	-0.76021875	0
scaled	Mel270	SEC11C	8	0.98487	0.98482	0.999995	939	0	-0.15256	0.42227	0.42182	0.999995	399	0	-0.15256	0	0	-0.679489583333333	0
scaled	Mel270	NCK1	8	0.98498	0.98493	0.999995	940	0	0.021386	0.08295	0.082295	0.999995	66	0	0.021386	0	0	-1.34136458333333	0
scaled	Mel270	CNOT6	8	0.98513	0.98504	0.999995	941	0	-0.011923	0.095818	0.095736	0.999995	81	0	-0.011923	0	0	-1.36380208333333	0
scaled	Mel270	ENOX1	8	0.9852	0.98513	0.999995	942	0	-0.049746	0.18311	0.18343	0.999995	165	0	-0.049746	0	0	-1.04742708333333	0
scaled	Mel270	SMAP1	8	0.98524	0.98515	0.999995	943	0	0.018274	0.18933	0.18979	0.999995	172	0	0.018274	0	0	-1.25657291666667	0
scaled	Mel270	FAM71B	8	0.9854	0.98533	0.999995	944	0	-0.043358	0.11691	0.11732	0.999995	104	0	-0.043358	0	0	-1.44053125	0
scaled	Mel270	KIAA0319L	8	0.98559	0.98545	0.999995	945	0	-0.054943	0.36647	0.36649	0.999995	348	0	-0.054943	0	0	-0.939510416666667	0
scaled	Mel270	NR5A2	8	0.98575	0.98568	0.999995	946	0	-0.12438	0.38557	0.38552	0.999995	367	0	-0.12438	0	0	-0.815552083333333	0
scaled	Mel270	LATS1	8	0.98617	0.98609	0.999995	947	0	-0.1406	0.47373	0.4739	0.999995	456	0	-0.1406	0	0	-1.07346875	0
scaled	Mel270	GSX2	8	0.98619	0.9861	0.999995	948	0	0.06413	0.01526	0.014809	0.999995	9	1	0.06413	0	0	-1.39423958333333	0
scaled	Mel270	DEGS1	8	0.98652	0.98638	0.999995	949	0	-0.12421	0.60732	0.60771	0.999995	578	0	-0.12421	0	0	-0.750385416666667	0
scaled	Mel270	PLXDC2	8	0.98658	0.98644	0.999995	950	0	-0.0045275	0.5741	0.57404	0.999995	548	0	-0.0045275	0	0	-0.95846875	0
scaled	Mel270	PDGFD	8	0.98675	0.98663	0.999995	951	0	-0.035031	0.12854	0.12919	0.999995	118	0	-0.035031	0	0	-0.984760416666667	0
scaled	Mel270	PLCG1	8	0.98688	0.98673	0.999995	952	0	-0.12042	0.30736	0.30774	0.999995	285	0	-0.12042	0	0	-0.86171875	0
scaled	Mel270	ZNF146	8	0.98692	0.98678	0.999995	953	0	0.20376	0.019844	0.01934	0.999995	11	1	0.20376	0	0	-1.63615625	0
scaled	Mel270	DYNLT3	6	0.98703	0.98712	0.999995	954	0	0.0013335	0.040838	0.040178	0.999995	29	0	0.0013335	0	0	-1.21240625	0
scaled	Mel270	MPC1L	8	0.98707	0.9869	0.999995	955	0	0.10063	0.20241	0.20328	0.999995	185	0	0.10063	0	0	-1.17726041666667	0
scaled	Mel270	HACD1	8	0.98715	0.98698	0.999995	956	0	-0.1391	0.35387	0.35408	0.999995	335	0	-0.1391	0	0	-0.87884375	0
scaled	Mel270	CHM	8	0.98746	0.98732	0.999995	957	0	0.0044878	0.21305	0.21359	0.999995	193	0	0.0044878	0	0	-1.03373958333333	0
scaled	Mel270	PTPN14	8	0.98748	0.98734	0.999995	958	0	-0.060317	0.043381	0.042261	0.999995	32	0	-0.060317	0	0	-1.47126041666667	0
scaled	Mel270	UBASH3B	8	0.98756	0.98742	0.999995	959	0	-0.091513	0.15621	0.15684	0.999995	143	0	-0.091513	0	0	-0.97753125	0
scaled	Mel270	PLCG2	8	0.9876	0.98747	0.999995	960	0	-0.080195	0.50827	0.50872	0.999995	490	0	-0.080195	0	0	-1.06253125	0
scaled	Mel270	DZIP1L	8	0.98778	0.98759	0.999995	961	0	-0.12565	0.50071	0.50097	0.999995	483	0	-0.12565	0	0	-1.05044791666667	0
scaled	Mel270	CDK16	8	0.98801	0.98781	0.999995	962	0	0.02266	0.14247	0.14298	0.999995	128	0	0.02266	0	0	-1.32501041666667	0
scaled	Mel270	CHML	8	0.98809	0.98788	0.999995	963	0	-0.079325	0.71182	0.71176	0.999995	659	0	-0.079325	0	0	-0.826052083333333	0
scaled	Mel270	ARFGEF1	8	0.9883	0.98806	0.999995	964	0	-0.07899	0.031675	0.030857	0.999995	24	0	-0.07899	0	0	-1.22646875	0
scaled	Mel270	AMELX	8	0.98851	0.98824	0.999995	965	0	0.12751	0.15219	0.15298	0.999995	138	0	0.12751	0	0	-1.71105208333333	0
scaled	Mel270	LBX1	8	0.98858	0.98833	0.999995	966	0	-0.005967	0.43143	0.43137	0.999995	409	0	-0.005967	0	0	-1.22505208333333	0
scaled	Mel270	HTR2C	8	0.98864	0.98839	0.999995	967	0	-0.033667	0.60896	0.60949	0.999995	581	0	-0.033667	0	0	-1.12194791666667	0
scaled	Mel270	RANBP17	8	0.98869	0.98842	0.999995	968	0	0.047016	0.32406	0.32439	0.999995	307	0	0.047016	0	0	-1.04705208333333	0
scaled	Mel270	RANBP6	6	0.98926	0.98935	0.999995	969	0	0.088718	0.01285	0.012241	0.999995	7	1	0.088718	0	0	-1.84498958333333	0
scaled	Mel270	KCNMB3	7	0.98964	0.98947	0.999995	970	0	-0.010071	0.25921	0.25891	0.999995	235	0	-0.010071	0	0	-1.2811681547619	0
scaled	Mel270	SERPINA12	16	0.98966	0.99045	0.999995	971	0	-0.16974	0.57506	0.57303	0.999995	550	0	-0.16974	0	0	-0.59878125	0
scaled	Mel270	FMR1	8	0.9897	0.98952	0.999995	972	0	0.056468	0.41357	0.41343	0.999995	392	0	0.056468	0	0	-1.46032291666667	0
scaled	Mel270	MBP	8	0.98977	0.98956	0.999995	973	0	-0.19189	0.31542	0.31575	0.999995	298	0	-0.19189	0	0	-1.12469791666667	0
scaled	Mel270	TMEM185A	8	0.98997	0.98983	0.999995	974	0	-0.027922	0.32538	0.32577	0.999995	308	0	-0.027922	0	0	-1.49138541666667	0
scaled	Mel270	GPR183	8	0.99017	0.98998	0.999995	975	0	-0.10454	0.68339	0.68419	0.999995	638	0	-0.10454	0	0	-1.21405208333333	0
scaled	Mel270	RECK	8	0.99065	0.9904	0.999995	976	0	0.0074958	0.23982	0.24041	0.999995	219	0	0.0074958	0	0	-1.51988541666667	0
scaled	Mel270	IL6ST	8	0.99068	0.99044	0.999995	977	0	-0.097152	0.766	0.7658	0.999995	702	0	-0.097152	0	0	-0.838614583333333	0
scaled	Mel270	MED12L	8	0.99069	0.99045	0.999995	978	0	-0.19824	0.19166	0.19224	0.999995	175	0	-0.19824	0	0	-0.878802083333333	0
scaled	Mel270	TYROBP	8	0.99082	0.99058	0.999995	979	0	0.0047937	0.14166	0.14219	0.999995	127	0	0.0047937	0	0	-1.39396875	0
scaled	Mel270	SMC1B	8	0.99086	0.99062	0.999995	980	0	-0.12406	0.098372	0.098445	0.999995	84	0	-0.12406	0	0	-1.08017708333333	0
scaled	Mel270	ALAS2	8	0.99094	0.99067	0.999995	981	0	-0.057614	0.64658	0.64737	0.999995	611	0	-0.057614	0	0	-0.993322916666667	0
scaled	Mel270	NOX3	8	0.99095	0.99069	0.999995	982	0	0.027076	0.66489	0.6659	0.999995	628	0	0.027076	0	0	-1.02215625	0
scaled	Mel270	SLC11A2	8	0.99109	0.99085	0.999995	983	0	-0.23849	0.97691	0.97633	0.999995	925	0	-0.23849	0	0	-0.564260416666666	0
scaled	Mel270	FBLN1	8	0.99149	0.99131	0.999995	984	0	-0.11748	0.46409	0.46452	0.999995	446	0	-0.11748	0	0	-0.856052083333333	0
scaled	Mel270	EFR3A	8	0.99156	0.99141	0.999995	985	0	-0.14662	0.25507	0.25552	0.999995	230	0	-0.14662	0	0	-0.943010416666667	0
scaled	Mel270	ATOH1	8	0.9916	0.99146	0.999995	986	0	-0.1253	0.46839	0.46884	0.999995	452	0	-0.1253	0	0	-0.69815625	0
scaled	Mel270	SPTLC3	8	0.99174	0.99157	0.999995	987	0	-0.044395	0.48633	0.48662	0.999995	468	0	-0.044395	0	0	-1.29863541666667	0
scaled	Mel270	CNOT6L	6	0.99189	0.99196	0.999995	988	0	-0.022803	0.38584	0.3862	0.999995	368	0	-0.022803	0	0	-0.934822916666667	0
scaled	Mel270	NETO2	8	0.99192	0.99187	0.999995	989	0	-0.045426	0.12274	0.12373	0.999995	113	0	-0.045426	0	0	-0.991885416666667	0
scaled	Mel270	GOLPH3	8	0.99196	0.99193	0.999995	990	0	-0.053073	0.41938	0.41908	0.999995	395	0	-0.053073	0	0	-1.46930208333333	0
scaled	Mel270	TRAPPC3L	8	0.99217	0.99211	0.999995	991	0	-0.0050571	0.43369	0.43374	0.999995	411	0	-0.0050571	0	0	-1.50061458333333	0
scaled	Mel270	ENOX2	8	0.9924	0.99235	0.999995	992	0	-0.020303	0.079492	0.078792	0.999995	62	0	-0.020303	0	0	-1.49805208333333	0
scaled	Mel270	NXT2	8	0.99272	0.99265	0.999995	993	0	-0.16586	0.52696	0.52681	0.999995	511	0	-0.16586	0	0	-1.02290625	0
scaled	Mel270	RNF144A	8	0.99276	0.99268	0.999995	994	0	-0.051089	0.39583	0.39612	0.999995	375	0	-0.051089	0	0	-0.74815625	0
scaled	Mel270	CAT	8	0.99282	0.99278	0.999995	995	0	-0.049323	0.47266	0.47284	0.999995	455	0	-0.049323	0	0	-1.26528125	0
scaled	Mel270	SLC22A13	8	0.99283	0.99278	0.999995	996	0	0.043756	0.17292	0.17352	0.999995	157	0	0.043756	0	0	-1.34457291666667	0
scaled	Mel270	ZDHHC17	8	0.99323	0.99319	0.999995	997	0	-0.069971	0.19935	0.19992	0.999995	181	0	-0.069971	0	0	-1.05930208333333	0
scaled	Mel270	CRY1	8	0.99331	0.99326	0.999995	998	0	-0.00661	0.32801	0.32837	0.999995	312	0	-0.00661	0	0	-1.16880208333333	0
scaled	Mel270	LRBA	8	0.99367	0.99366	0.999995	999	0	-0.073096	0.44045	0.44087	0.999995	418	0	-0.073096	0	0	-1.10944791666667	0
scaled	Mel270	GALNT2	8	0.99377	0.99377	0.999995	1000	0	-0.085749	0.68576	0.68639	0.999995	641	0	-0.085749	0	0	-0.897322916666667	0
scaled	Mel270	RNF130	8	0.99394	0.99393	0.999995	1001	0	-0.070486	0.22876	0.22914	0.999995	209	0	-0.070486	0	0	-1.14642708333333	0
scaled	Mel270	SHMT1	7	0.99397	0.99369	0.999995	1002	0	0.048005	0.063769	0.063745	0.999995	48	0	0.048005	0	0	-1.49095386904762	0
scaled	Mel270	NSDHL	8	0.9941	0.99405	0.999995	1003	0	0.00030003	0.48893	0.48921	0.999995	473	0	0.00030003	0	0	-1.19511458333333	0
scaled	Mel270	BRSK2	8	0.99489	0.9949	0.999995	1004	0	-0.086849	0.80108	0.80092	0.999995	743	0	-0.086849	0	0	-0.756302083333333	0
scaled	Mel270	MORF4L2	8	0.99499	0.99501	0.999995	1005	0	-0.018158	0.20088	0.20156	0.999995	183	0	-0.018158	0	0	-1.19176041666667	0
scaled	Mel270	ZNF185	8	0.99505	0.99506	0.999995	1006	0	-0.012639	0.10431	0.10419	0.999995	92	0	-0.012639	0	0	-1.21251041666667	0
scaled	Mel270	FLT1	8	0.99506	0.99507	0.999995	1007	0	-0.092192	0.29853	0.299	0.999995	276	0	-0.092192	0	0	-1.22807291666667	0
scaled	Mel270	RSPH1	8	0.99511	0.99514	0.999995	1008	0	-0.081354	0.65584	0.65675	0.999995	618	0	-0.081354	0	0	-0.642760416666667	0
scaled	Mel270	ALAS1	16	0.99515	0.99572	0.999995	1009	0	-0.10788	0.048223	0.049229	0.999995	36	0	-0.10788	0	0	-0.8568125	0
scaled	Mel270	DDI1	16	0.99534	0.99593	0.999995	1010	0	-0.003605	0.42101	0.42048	0.999995	397	0	-0.003605	0	0	-1.06691666666667	0
scaled	Mel270	NAT8L	8	0.99548	0.99541	0.999995	1011	0	0.019028	0.34941	0.34959	0.999995	332	0	0.019028	0	0	-1.09832291666667	0
scaled	Mel270	CTPS2	8	0.99552	0.99543	0.999995	1012	0	0.13321	0.19397	0.19432	0.999995	176	0	0.13321	0	0	-0.968177083333333	0
scaled	Mel270	RC3H1	8	0.99584	0.99578	0.999995	1013	0	0.16959	0.010658	0.010578	0.999995	6	1	0.16959	0	0	-1.92719791666667	0
scaled	Mel270	RBMXL2	8	0.9959	0.99586	0.999995	1014	0	0.020028	0.022586	0.022067	0.999995	14	0	0.020028	0	0	-1.33682291666667	0
scaled	Mel270	NDEL1	8	0.99594	0.99589	0.999995	1015	0	0.029779	0.34363	0.34347	0.999995	326	0	0.029779	0	0	-1.40046875	0
scaled	Mel270	RRAGD	8	0.99657	0.99649	0.999995	1016	0	0.050502	0.037093	0.036031	0.999995	28	0	0.050502	0	0	-1.11778125	0
scaled	Mel270	OGDHL	8	0.99662	0.99652	0.999995	1017	0	-0.10465	0.46301	0.46339	0.999995	444	0	-0.10465	0	0	-1.09107291666667	0
scaled	Mel270	PLD1	8	0.99669	0.99656	0.999995	1018	0	-0.1326	0.89794	0.89777	0.999995	836	0	-0.1326	0	0	-1.03742708333333	0
scaled	Mel270	TGFBR2	8	0.99698	0.99684	0.999995	1019	0	-0.058805	0.1538	0.15467	0.999995	140	0	-0.058805	0	0	-0.977947916666666	0
scaled	Mel270	ZNF423	8	0.99704	0.9969	0.999995	1020	0	0.012863	0.10937	0.10957	0.999995	97	0	0.012863	0	0	-1.13182291666667	0
scaled	Mel270	SLC35F4	8	0.9972	0.99714	0.999995	1021	0	-0.055213	0.57718	0.57721	0.999995	552	0	-0.055213	0	0	-1.19988541666667	0
scaled	Mel270	SLITRK1	8	0.99722	0.99717	0.999995	1022	0	-0.073759	0.7988	0.79862	0.999995	735	0	-0.073759	0	0	-1.07978125	0
scaled	Mel270	FLNB	7	0.99735	0.9971	0.999995	1023	0	-0.044187	0.11416	0.11406	0.999995	100	0	-0.044187	0	0	-1.14312053571429	0
scaled	Mel270	NETO1	8	0.99739	0.99735	0.999995	1024	0	-0.0056317	0.59777	0.5982	0.999995	571	0	-0.0056317	0	0	-1.05994791666667	0
scaled	Mel270	STRIP2	8	0.99752	0.9975	0.999995	1025	0	-0.046045	0.47532	0.47543	0.999995	457	0	-0.046045	0	0	-0.947635416666667	0
scaled	Mel270	ARFGEF2	8	0.99755	0.99752	0.999995	1026	0	-0.080691	0.8004	0.80026	0.999995	741	0	-0.080691	0	0	-1.06015625	0
scaled	Mel270	PRDM13	8	0.99782	0.99783	0.999995	1027	0	0.070416	0.058501	0.057309	0.999995	44	0	0.070416	0	0	-1.27734375	0
scaled	Mel270	ZEB1	8	0.99793	0.99793	0.999995	1028	0	-0.11782	0.48841	0.48869	0.999995	472	0	-0.11782	0	0	-1.00088541666667	0
scaled	Mel270	MBD4	16	0.998	0.9983	0.999995	1029	0	-0.052273	0.29342	0.29221	0.999995	271	0	-0.052273	0	0	-1.16932291666667	0
scaled	Mel270	AQP8	8	0.99809	0.99805	0.999995	1030	0	-0.07698	0.22653	0.22689	0.999995	206	0	-0.07698	0	0	-0.71703125	0
scaled	Mel270	SPTAN1	8	0.99818	0.99815	0.999995	1031	0	-0.0041895	0.042485	0.041421	0.999995	31	0	-0.0041895	0	0	-1.63392708333333	0
scaled	Mel270	DLL1	8	0.99822	0.99817	0.999995	1032	0	-0.022563	0.72442	0.72427	0.999995	665	0	-0.022563	0	0	-0.847927083333333	0
scaled	Mel270	EXOC6	8	0.99834	0.99831	0.999995	1033	0	-0.05665	0.5221	0.52221	0.999995	506	0	-0.05665	0	0	-0.718697916666666	0
scaled	Mel270	TBC1D1	8	0.99868	0.99866	0.999995	1034	0	-0.057527	0.40358	0.40356	0.999995	381	0	-0.057527	0	0	-1.04938541666667	0
scaled	Mel270	SIX6	8	0.99883	0.99882	0.999995	1035	0	-0.091363	0.34685	0.34686	0.999995	329	0	-0.091363	0	0	-1.13032291666667	0
scaled	Mel270	UTRN	8	0.99887	0.99887	0.999995	1036	0	0.00030279	0.067298	0.066407	0.999995	54	0	0.00030279	0	0	-1.21851041666667	0
scaled	Mel270	TNKS	8	0.99893	0.9989	0.999995	1037	0	-0.052452	0.32141	0.32178	0.999995	304	0	-0.052452	0	0	-1.37938541666667	0
scaled	Mel270	KLK12	8	0.99898	0.99894	0.999995	1038	0	0.03055	0.6631	0.66395	0.999995	626	0	0.03055	0	0	-1.07069791666667	0
